Round_Centre_Code	FSU_Serial_No	Round	Sch_No	Sample	Sector	State_Region	District	Stratum	Sub_Stratum_No	Filler_1	Sub_Round	Sub_Sample	FOD_Sub_Region	Hamlet_Group_Sub_Block_No	Second_Stage_Stratum_No	Sample_Hhld_No	Level	Filler_2	Person_Serial_No	Relation_to_Head	Sex	Age	Marital_Status	General_Education	Technical_Education	Status_of_Current_Attendance	Type_of_Educationa_Institution	Registered_with_Emp_Exchange	Vocational_Training	Field_of_Training	MGNREG_jobcard	MGNREG_work	Spl_characters_for_OK_stamp	Blank	NSS	NSC	MLT	NSS_SR	NSC_SR	MLT_SR	State	District_Code	HHID	Multiplier_comb
5	71509	68	100	Central	Rural	171	4	4	1	0	1	2	1710	1	1	1	3	0	4	Unmarried child	Male	16	Never married	Literate:  below primary	No technical education	Ever attended but currently not attending: Others	 	not registered	Did not receive any vocational training	 	 	 	 	 	2	4	33776	1	1	67553	MEGHALAYA	West Khasi Hills	715091101	168.88
6	71509	68	100	Central	Rural	171	4	4	1	0	1	2	1710	1	1	1	3	0	5	Unmarried child	Male	12	Never married	Literate:  primary	No technical education	Currently attending in: Middle	Private and aided	 	 	 	 	 	 	 	2	4	33776	1	1	67553	MEGHALAYA	West Khasi Hills	715091101	168.88
7	71509	68	100	Central	Rural	171	4	4	1	0	1	2	1710	1	1	1	3	0	6	Unmarried child	Female	10	Never married	Literate:  below primary	No technical education	Currently attending in: Primary (class I to IV/ V)	Private and aided	 	 	 	 	 	 	 	2	4	33776	1	1	67553	MEGHALAYA	West Khasi Hills	715091101	168.88
8	71509	68	100	Central	Rural	171	4	4	1	0	1	2	1710	1	1	1	3	0	7	Unmarried child	Female	8	Never married	Literate:  below primary	No technical education	Currently attending in: Primary (class I to IV/ V)	Private and aided	 	 	 	 	 	 	 	2	4	33776	1	1	67553	MEGHALAYA	West Khasi Hills	715091101	168.88
2	71509	68	100	Central	Rural	171	4	4	1	0	1	2	1710	1	1	2	3	0	1	Self	Male	55	Currently married	Literate:  below primary	No technical education	 	 	 	Did not receive any vocational training	 	No	 	 	 	2	4	33776	1	1	67553	MEGHALAYA	West Khasi Hills	715091102	168.88
3	71509	68	100	Central	Rural	171	4	4	1	0	1	2	1710	1	1	2	3	0	2	Spouse of head	Female	50	Currently married	Literate:  below primary	No technical education	 	 	 	Did not receive any vocational training	 	No	 	 	 	2	4	33776	1	1	67553	MEGHALAYA	West Khasi Hills	715091102	168.88
4	71509	68	100	Central	Rural	171	4	4	1	0	1	2	1710	1	1	2	3	0	3	Unmarried child	Male	25	Never married	Literate:  below primary	No technical education	Ever attended but currently not attending: Education not con	 	not registered	Did not receive any vocational training	 	Yes	Worked	 	 	2	4	33776	1	1	67553	MEGHALAYA	West Khasi Hills	715091102	168.88
5	71509	68	100	Central	Rural	171	4	4	1	0	1	2	1710	1	1	2	3	0	4	Unmarried child	Male	21	Never married	Literate:  below primary	No technical education	Ever attended but currently not attending: Education not con	 	not registered	Did not receive any vocational training	 	No	 	 	 	2	4	33776	1	1	67553	MEGHALAYA	West Khasi Hills	715091102	168.88
6	71509	68	100	Central	Rural	171	4	4	1	0	1	2	1710	1	1	2	3	0	5	Unmarried child	Male	20	Never married	Literate:  below primary	No technical education	Ever attended but currently not attending: Others	 	not registered	Did not receive any vocational training	 	No	 	 	 	2	4	33776	1	1	67553	MEGHALAYA	West Khasi Hills	715091102	168.88
7	71509	68	100	Central	Rural	171	4	4	1	0	1	2	1710	1	1	2	3	0	6	Unmarried child	Female	23	Never married	Literate:  primary	No technical education	Ever attended but currently not attending: Others	 	not registered	Did not receive any vocational training	 	No	 	 	 	2	4	33776	1	1	67553	MEGHALAYA	West Khasi Hills	715091102	168.88
2	71509	68	100	Central	Rural	171	4	4	1	0	1	2	1710	1	2	1	3	0	1	Self	Male	55	Currently married	Literate:  below primary	No technical education	 	 	 	Yes: Non-formal: hereditary	 	No	 	 	 	2	4	28147	1	1	56294	MEGHALAYA	West Khasi Hills	715091201	140.735
3	71509	68	100	Central	Rural	171	4	4	1	0	1	2	1710	1	2	1	3	0	2	Spouse of head	Female	50	Currently married	Literate:  below primary	No technical education	 	 	 	Yes: Self-leanring	 	No	 	 	 	2	4	28147	1	1	56294	MEGHALAYA	West Khasi Hills	715091201	140.735
4	71509	68	100	Central	Rural	171	4	4	1	0	1	2	1710	1	2	1	3	0	3	Unmarried child	Female	20	Never married	Literate:  primary	No technical education	Ever attended but currently not attending: To attend domesti	 	not registered	Did not receive any vocational training	 	Yes	Worked	 	 	2	4	28147	1	1	56294	MEGHALAYA	West Khasi Hills	715091201	140.735
5	71509	68	100	Central	Rural	171	4	4	1	0	1	2	1710	1	2	1	3	0	4	Unmarried child	Female	19	Never married	Literate:  below primary	No technical education	Ever attended but currently not attending: Others	 	not registered	Did not receive any vocational training	 	 	 	 	 	2	4	28147	1	1	56294	MEGHALAYA	West Khasi Hills	715091201	140.735
6	71509	68	100	Central	Rural	171	4	4	1	0	1	2	1710	1	2	1	3	0	5	Unmarried child	Female	16	Never married	Literate:  below primary	No technical education	Ever attended but currently not attending: Others	 	not registered	Did not receive any vocational training	 	 	 	 	 	2	4	28147	1	1	56294	MEGHALAYA	West Khasi Hills	715091201	140.735
2	71509	68	100	Central	Rural	171	4	4	1	0	1	2	1710	1	2	2	3	0	1	Self	Male	40	Widowed	Literate:  below primary	No technical education	 	 	not registered	Did not receive any vocational training	 	No	 	 	 	2	4	28147	1	1	56294	MEGHALAYA	West Khasi Hills	715091202	140.735
3	71509	68	100	Central	Rural	171	4	4	1	0	1	2	1710	1	2	2	3	0	2	Unmarried child	Male	24	Never married	Literate:  below primary	No technical education	Ever attended but currently not attending: To supplement hou	 	not registered	Did not receive any vocational training	 	Yes	Worked	 	 	2	4	28147	1	1	56294	MEGHALAYA	West Khasi Hills	715091202	140.735
4	71509	68	100	Central	Rural	171	4	4	1	0	1	2	1710	1	2	2	3	0	3	Unmarried child	Female	20	Never married	Literate:  below primary	No technical education	Ever attended but currently not attending: To attend domesti	 	not registered	Did not receive any vocational training	 	No	 	 	 	2	4	28147	1	1	56294	MEGHALAYA	West Khasi Hills	715091202	140.735
2	71509	68	100	Central	Rural	171	4	4	1	0	1	2	1710	1	2	3	3	0	1	Self	Male	29	Currently married	Literate:  secondary	No technical education	Ever attended but currently not attending: Others	 	not registered	Did not receive any vocational training	 	 	 	 	 	2	4	28147	1	1	56294	MEGHALAYA	West Khasi Hills	715091203	140.735
3	71509	68	100	Central	Rural	171	4	4	1	0	1	2	1710	1	2	3	3	0	2	Spouse of head	Female	27	Currently married	Literate:  primary	No technical education	Ever attended but currently not attending: To attend domesti	 	not registered	Did not receive any vocational training	 	 	 	 	 	2	4	28147	1	1	56294	MEGHALAYA	West Khasi Hills	715091203	140.735
4	71509	68	100	Central	Rural	171	4	4	1	0	1	2	1710	1	2	3	3	0	3	Unmarried child	Male	6	Never married	Literate:  below primary	No technical education	Currently attending in: Primary (class I to IV/ V)	Private and aided	 	 	 	 	 	 	 	2	4	28147	1	1	56294	MEGHALAYA	West Khasi Hills	715091203	140.735
5	71509	68	100	Central	Rural	171	4	4	1	0	1	2	1710	1	2	3	3	0	4	Unmarried child	Female	8	Never married	Literate:  below primary	No technical education	Currently attending in: Primary (class I to IV/ V)	Private and aided	 	 	 	 	 	 	 	2	4	28147	1	1	56294	MEGHALAYA	West Khasi Hills	715091203	140.735
6	71509	68	100	Central	Rural	171	4	4	1	0	1	2	1710	1	2	3	3	0	5	Father/ mother/ father-in-law/ mother-in-law	Male	50	Widowed	Literate:  below primary	No technical education	 	 	 	Did not receive any vocational training	 	 	 	 	 	2	4	28147	1	1	56294	MEGHALAYA	West Khasi Hills	715091203	140.735
2	71509	68	100	Central	Rural	171	4	4	1	0	1	2	1710	1	2	4	3	0	1	Self	Male	36	Currently married	Literate:  below primary	No technical education	 	 	not registered	Did not receive any vocational training	 	 	 	 	 	2	4	28147	1	1	56294	MEGHALAYA	West Khasi Hills	715091204	140.735
3	71509	68	100	Central	Rural	171	4	4	1	0	1	2	1710	1	2	4	3	0	2	Spouse of head	Female	31	Currently married	Literate:  below primary	No technical education	 	 	not registered	Did not receive any vocational training	 	 	 	 	 	2	4	28147	1	1	56294	MEGHALAYA	West Khasi Hills	715091204	140.735
4	71509	68	100	Central	Rural	171	4	4	1	0	1	2	1710	1	2	4	3	0	3	Unmarried child	Female	10	Never married	Literate:  primary	No technical education	Currently attending in: Middle	Private and aided	 	 	 	 	 	 	 	2	4	28147	1	1	56294	MEGHALAYA	West Khasi Hills	715091204	140.735
5	71509	68	100	Central	Rural	171	4	4	1	0	1	2	1710	1	2	4	3	0	4	Unmarried child	Female	8	Never married	Literate:  below primary	No technical education	Currently attending in: Primary (class I to IV/ V)	Private and aided	 	 	 	 	 	 	 	2	4	28147	1	1	56294	MEGHALAYA	West Khasi Hills	715091204	140.735
6	71509	68	100	Central	Rural	171	4	4	1	0	1	2	1710	1	2	4	3	0	5	Unmarried child	Female	6	Never married	Literate:  below primary	No technical education	Currently attending in: Primary (class I to IV/ V)	Private and aided	 	 	 	 	 	 	 	2	4	28147	1	1	56294	MEGHALAYA	West Khasi Hills	715091204	140.735
2	71509	68	100	Central	Rural	171	4	4	1	0	1	2	1710	1	3	1	3	0	1	Self	Male	50	Currently married	Literate:  below primary	No technical education	 	 	 	 	 	No	 	 	 	2	4	270211	1	1	540422	MEGHALAYA	West Khasi Hills	715091301	1351.055
3	71509	68	100	Central	Rural	171	4	4	1	0	1	2	1710	1	3	1	3	0	2	Spouse of head	Female	40	Currently married	Literate:  below primary	No technical education	 	 	not registered	Did not receive any vocational training	 	No	 	 	 	2	4	270211	1	1	540422	MEGHALAYA	West Khasi Hills	715091301	1351.055
4	71509	68	100	Central	Rural	171	4	4	1	0	1	2	1710	1	3	1	3	0	3	Unmarried child	Male	20	Never married	Literate:  below primary	No technical education	Ever attended but currently not attending: To supplement hou	 	not registered	Did not receive any vocational training	 	Yes	Worked	 	 	2	4	270211	1	1	540422	MEGHALAYA	West Khasi Hills	715091301	1351.055
5	71509	68	100	Central	Rural	171	4	4	1	0	1	2	1710	1	3	1	3	0	4	Unmarried child	Male	18	Never married	Literate:  primary	No technical education	Ever attended but currently not attending: To supplement hou	 	not registered	Did not receive any vocational training	 	No	 	 	 	2	4	270211	1	1	540422	MEGHALAYA	West Khasi Hills	715091301	1351.055
6	71509	68	100	Central	Rural	171	4	4	1	0	1	2	1710	1	3	1	3	0	5	Unmarried child	Female	10	Never married	Literate:  primary	No technical education	Currently attending in: Middle	Private and aided	 	 	 	 	 	 	 	2	4	270211	1	1	540422	MEGHALAYA	West Khasi Hills	715091301	1351.055
2	71509	68	100	Central	Rural	171	4	4	1	0	1	2	1710	1	3	2	3	0	1	Self	Male	37	Currently married	Literate:  below primary	No technical education	 	 	not registered	Did not receive any vocational training	 	Yes	Worked	 	 	2	4	270211	1	1	540422	MEGHALAYA	West Khasi Hills	715091302	1351.055
3	71509	68	100	Central	Rural	171	4	4	1	0	1	2	1710	1	3	2	3	0	2	Spouse of head	Female	30	Currently married	Literate:  below primary	No technical education	 	 	not registered	Did not receive any vocational training	 	No	 	 	 	2	4	270211	1	1	540422	MEGHALAYA	West Khasi Hills	715091302	1351.055
4	71509	68	100	Central	Rural	171	4	4	1	0	1	2	1710	1	3	2	3	0	3	Unmarried child	Male	10	Never married	Literate:  primary	No technical education	Currently attending in: Middle	Private and aided	 	 	 	 	 	 	 	2	4	270211	1	1	540422	MEGHALAYA	West Khasi Hills	715091302	1351.055
5	71509	68	100	Central	Rural	171	4	4	1	0	1	2	1710	1	3	2	3	0	4	Unmarried child	Female	8	Never married	Literate:  below primary	No technical education	Currently attending in: Primary (class I to IV/ V)	Private and aided	 	 	 	 	 	 	 	2	4	270211	1	1	540422	MEGHALAYA	West Khasi Hills	715091302	1351.055
2	71507	68	100	Central	Rural	171	4	4	2	0	1	1	1710	1	1	1	3	0	1	Self	Male	38	Currently married	Literate:  primary	No technical education	 	 	not registered	Did not receive any vocational training	 	No	 	 	 	2	4	35747	1	1	71495	MEGHALAYA	West Khasi Hills	715071101	178.735
3	71507	68	100	Central	Rural	171	4	4	2	0	1	1	1710	1	1	1	3	0	2	Spouse of head	Female	37	Currently married	Literate:  primary	No technical education	 	 	not registered	Did not receive any vocational training	 	Yes	did not seek work	 	 	2	4	35747	1	1	71495	MEGHALAYA	West Khasi Hills	715071101	178.735
4	71507	68	100	Central	Rural	171	4	4	2	0	1	1	1710	1	1	1	3	0	3	Unmarried child	Male	19	Never married	Literate:  middle	No technical education	Ever attended but currently not attending: Others	 	not registered	Did not receive any vocational training	 	No	 	 	 	2	4	35747	1	1	71495	MEGHALAYA	West Khasi Hills	715071101	178.735
5	71507	68	100	Central	Rural	171	4	4	2	0	1	1	1710	1	1	1	3	0	4	Unmarried child	Male	16	Never married	Literate:  middle	No technical education	Currently attending in: Secondary	Government	not registered	Did not receive any vocational training	 	 	 	 	 	2	4	35747	1	1	71495	MEGHALAYA	West Khasi Hills	715071101	178.735
6	71507	68	100	Central	Rural	171	4	4	2	0	1	1	1710	1	1	1	3	0	5	Unmarried child	Male	14	Never married	Literate:  primary	No technical education	Currently attending in: Middle	Government	 	 	 	 	 	 	 	2	4	35747	1	1	71495	MEGHALAYA	West Khasi Hills	715071101	178.735
2	71507	68	100	Central	Rural	171	4	4	2	0	1	1	1710	1	1	2	3	0	1	Self	Male	59	Currently married	Literate:  middle	No technical education	 	 	 	Did not receive any vocational training	 	No	 	 	 	2	4	35747	1	1	71495	MEGHALAYA	West Khasi Hills	715071102	178.735
3	71507	68	100	Central	Rural	171	4	4	2	0	1	1	1710	1	1	2	3	0	2	Spouse of head	Female	56	Currently married	Literate:  below primary	No technical education	 	 	 	Did not receive any vocational training	 	No	 	 	 	2	4	35747	1	1	71495	MEGHALAYA	West Khasi Hills	715071102	178.735
4	71507	68	100	Central	Rural	171	4	4	2	0	1	1	1710	1	1	2	3	0	3	Married child	Male	37	Divorced/separated	Literate:  middle	No technical education	 	 	not registered	Did not receive any vocational training	 	No	 	 	 	2	4	35747	1	1	71495	MEGHALAYA	West Khasi Hills	715071102	178.735
5	71507	68	100	Central	Rural	171	4	4	2	0	1	1	1710	1	1	2	3	0	4	Unmarried child	Male	34	Never married	Literate:  primary	No technical education	 	 	 	Did not receive any vocational training	 	Yes	Worked	 	 	2	4	35747	1	1	71495	MEGHALAYA	West Khasi Hills	715071102	178.735
6	71507	68	100	Central	Rural	171	4	4	2	0	1	1	1710	1	1	2	3	0	5	Unmarried child	Female	30	Never married	Literate:  middle	No technical education	 	 	not registered	Did not receive any vocational training	 	No	 	 	 	2	4	35747	1	1	71495	MEGHALAYA	West Khasi Hills	715071102	178.735
7	71507	68	100	Central	Rural	171	4	4	2	0	1	1	1710	1	1	2	3	0	6	Unmarried child	Female	28	Never married	Literate:  secondary	No technical education	Ever attended but currently not attending: Others	 	not registered	Did not receive any vocational training	 	No	 	 	 	2	4	35747	1	1	71495	MEGHALAYA	West Khasi Hills	715071102	178.735
2	71507	68	100	Central	Rural	171	4	4	2	0	1	1	1710	1	2	1	3	0	1	Self	Male	64	Currently married	Literate:  primary	No technical education	 	 	 	 	 	No	 	 	 	2	4	35747	1	1	71495	MEGHALAYA	West Khasi Hills	715071201	178.735
3	71507	68	100	Central	Rural	171	4	4	2	0	1	1	1710	1	2	1	3	0	2	Spouse of head	Female	60	Currently married	Literate:  primary	No technical education	 	 	 	 	 	No	 	 	 	2	4	35747	1	1	71495	MEGHALAYA	West Khasi Hills	715071201	178.735
4	71507	68	100	Central	Rural	171	4	4	2	0	1	1	1710	1	2	1	3	0	3	Unmarried child	Female	28	Never married	Literate:  middle	No technical education	Ever attended but currently not attending: Others	 	Registered:only in government employment exchanges	Did not receive any vocational training	 	Yes	Worked	 	 	2	4	35747	1	1	71495	MEGHALAYA	West Khasi Hills	715071201	178.735
5	71507	68	100	Central	Rural	171	4	4	2	0	1	1	1710	1	2	1	3	0	4	Unmarried child	Male	26	Never married	Literate:  graduate	No technical education	Ever attended but currently not attending: Others	 	not registered	Did not receive any vocational training	 	No	 	 	 	2	4	35747	1	1	71495	MEGHALAYA	West Khasi Hills	715071201	178.735
6	71507	68	100	Central	Rural	171	4	4	2	0	1	1	1710	1	2	1	3	0	5	Unmarried child	Male	22	Never married	Literate:  secondary	No technical education	Ever attended but currently not attending: Others	 	Registered:only in government employment exchanges	Did not receive any vocational training	 	No	 	 	 	2	4	35747	1	1	71495	MEGHALAYA	West Khasi Hills	715071201	178.735
7	71507	68	100	Central	Rural	171	4	4	2	0	1	1	1710	1	2	1	3	0	6	Unmarried child	Female	20	Never married	Literate:  secondary	No technical education	Ever attended but currently not attending: Others	 	Registered:only in government employment exchanges	Did not receive any vocational training	 	No	 	 	 	2	4	35747	1	1	71495	MEGHALAYA	West Khasi Hills	715071201	178.735
8	71507	68	100	Central	Rural	171	4	4	2	0	1	1	1710	1	2	1	3	0	7	Servants/ employees/ other non-relatives	Female	20	Never married	Literate:  primary	No technical education	Ever attended but currently not attending: Others	 	Registered:only in government employment exchanges	Did not receive any vocational training	 	No	 	 	 	2	4	35747	1	1	71495	MEGHALAYA	West Khasi Hills	715071201	178.735
2	71507	68	100	Central	Rural	171	4	4	2	0	1	1	1710	1	2	2	3	0	1	Self	Male	42	Currently married	Literate:  higher secondary	No technical education	 	 	not registered	Did not receive any vocational training	 	Yes	Worked	 	 	2	4	35747	1	1	71495	MEGHALAYA	West Khasi Hills	715071202	178.735
3	71507	68	100	Central	Rural	171	4	4	2	0	1	1	1710	1	2	2	3	0	2	Spouse of head	Female	37	Currently married	Literate:  middle	No technical education	 	 	not registered	Did not receive any vocational training	 	 	 	 	 	2	4	35747	1	1	71495	MEGHALAYA	West Khasi Hills	715071202	178.735
4	71507	68	100	Central	Rural	171	4	4	2	0	1	1	1710	1	2	2	3	0	3	Unmarried child	Female	16	Never married	Literate:  middle	No technical education	Currently attending in: Secondary	Government	not registered	Did not receive any vocational training	 	 	 	 	 	2	4	35747	1	1	71495	MEGHALAYA	West Khasi Hills	715071202	178.735
2	71507	68	100	Central	Rural	171	4	4	2	0	1	1	1710	1	2	3	3	0	1	Self	Male	48	Currently married	Literate:  primary	No technical education	 	 	 	Did not receive any vocational training	 	No	 	 	 	2	4	35747	1	1	71495	MEGHALAYA	West Khasi Hills	715071203	178.735
3	71507	68	100	Central	Rural	171	4	4	2	0	1	1	1710	1	2	3	3	0	2	Spouse of head	Female	44	Currently married	Literate:  primary	No technical education	 	 	not registered	Did not receive any vocational training	 	Yes	Worked	 	 	2	4	35747	1	1	71495	MEGHALAYA	West Khasi Hills	715071203	178.735
4	71507	68	100	Central	Rural	171	4	4	2	0	1	1	1710	1	2	3	3	0	3	Unmarried child	Male	17	Never married	Literate:  secondary	No technical education	Currently attending in: Higher secondary	Government	not registered	Did not receive any vocational training	 	 	 	 	 	2	4	35747	1	1	71495	MEGHALAYA	West Khasi Hills	715071203	178.735
5	71507	68	100	Central	Rural	171	4	4	2	0	1	1	1710	1	2	3	3	0	4	Unmarried child	Male	14	Never married	Literate:  middle	No technical education	Currently attending in: Secondary	Government	 	 	 	 	 	 	 	2	4	35747	1	1	71495	MEGHALAYA	West Khasi Hills	715071203	178.735
2	71507	68	100	Central	Rural	171	4	4	2	0	1	1	1710	1	2	4	3	0	1	Self	Male	37	Currently married	Literate:  primary	No technical education	 	 	not registered	Yes: Receiving formal vocational training	Driving and motor mechanic work	 	 	 	 	2	4	35747	1	1	71495	MEGHALAYA	West Khasi Hills	715071204	178.735
3	71507	68	100	Central	Rural	171	4	4	2	0	1	1	1710	1	2	4	3	0	2	Spouse of head	Female	33	Currently married	Literate:  primary	No technical education	 	 	not registered	Did not receive any vocational training	 	 	 	 	 	2	4	35747	1	1	71495	MEGHALAYA	West Khasi Hills	715071204	178.735
4	71507	68	100	Central	Rural	171	4	4	2	0	1	1	1710	1	2	4	3	0	3	Unmarried child	Male	9	Never married	Literate:  primary	No technical education	Currently attending in: Middle	Government	 	 	 	 	 	 	 	2	4	35747	1	1	71495	MEGHALAYA	West Khasi Hills	715071204	178.735
5	71507	68	100	Central	Rural	171	4	4	2	0	1	1	1710	1	2	4	3	0	4	Unmarried child	Male	6	Never married	Literate:  below primary	No technical education	Currently attending in: Primary (class I to IV/ V)	Government	 	 	 	 	 	 	 	2	4	35747	1	1	71495	MEGHALAYA	West Khasi Hills	715071204	178.735
6	71507	68	100	Central	Rural	171	4	4	2	0	1	1	1710	1	2	4	3	0	5	Unmarried child	Male	4	Never married	Literate:  below primary	No technical education	"Currently attending in: Pre-primary (nursery/ Kinder garten,"	Government	 	 	 	 	 	 	 	2	4	35747	1	1	71495	MEGHALAYA	West Khasi Hills	715071204	178.735
2	71507	68	100	Central	Rural	171	4	4	2	0	1	1	1710	1	3	1	3	0	1	Self	Male	57	Currently married	Literate:  primary	No technical education	 	 	 	Did not receive any vocational training	 	No	 	 	 	2	4	227889	1	1	455777	MEGHALAYA	West Khasi Hills	715071301	1139.445
3	71507	68	100	Central	Rural	171	4	4	2	0	1	1	1710	1	3	1	3	0	2	Spouse of head	Female	55	Currently married	Literate:  primary	No technical education	 	 	 	Did not receive any vocational training	 	No	 	 	 	2	4	227889	1	1	455777	MEGHALAYA	West Khasi Hills	715071301	1139.445
4	71507	68	100	Central	Rural	171	4	4	2	0	1	1	1710	1	3	1	3	0	3	Married child	Male	36	Currently married	Literate:  middle	No technical education	 	 	not registered	Did not receive any vocational training	 	Yes	Worked	 	 	2	4	227889	1	1	455777	MEGHALAYA	West Khasi Hills	715071301	1139.445
5	71507	68	100	Central	Rural	171	4	4	2	0	1	1	1710	1	3	1	3	0	4	Spouse of married child	Female	38	Currently married	Literate:  primary	No technical education	 	 	not registered	Did not receive any vocational training	 	No	 	 	 	2	4	227889	1	1	455777	MEGHALAYA	West Khasi Hills	715071301	1139.445
6	71507	68	100	Central	Rural	171	4	4	2	0	1	1	1710	1	3	1	3	0	5	Grandchild	Male	17	Never married	Literate:  secondary	No technical education	Currently attending in: Higher secondary	Government	not registered	Did not receive any vocational training	 	 	 	 	 	2	4	227889	1	1	455777	MEGHALAYA	West Khasi Hills	715071301	1139.445
7	71507	68	100	Central	Rural	171	4	4	2	0	1	1	1710	1	3	1	3	0	6	Grandchild	Male	14	Never married	Literate:  primary	No technical education	Currently attending in: Middle	Government	 	 	 	 	 	 	 	2	4	227889	1	1	455777	MEGHALAYA	West Khasi Hills	715071301	1139.445
8	71507	68	100	Central	Rural	171	4	4	2	0	1	1	1710	1	3	1	3	0	7	Grandchild	Female	8	Never married	Literate:  primary	No technical education	Currently attending in: Middle	Government	 	 	 	 	 	 	 	2	4	227889	1	1	455777	MEGHALAYA	West Khasi Hills	715071301	1139.445
2	71507	68	100	Central	Rural	171	4	4	2	0	1	1	1710	1	3	2	3	0	1	Self	Male	44	Currently married	Literate:  secondary	No technical education	 	 	not registered	Did not receive any vocational training	 	Yes	Worked	 	 	2	4	227889	1	1	455777	MEGHALAYA	West Khasi Hills	715071302	1139.445
3	71507	68	100	Central	Rural	171	4	4	2	0	1	1	1710	1	3	2	3	0	2	Spouse of head	Female	38	Currently married	Literate:  primary	No technical education	 	 	not registered	Did not receive any vocational training	 	No	 	 	 	2	4	227889	1	1	455777	MEGHALAYA	West Khasi Hills	715071302	1139.445
4	71507	68	100	Central	Rural	171	4	4	2	0	1	1	1710	1	3	2	3	0	3	Unmarried child	Male	20	Never married	Literate:  secondary	No technical education	Ever attended but currently not attending: To supplement hou	 	not registered	Did not receive any vocational training	 	No	 	 	 	2	4	227889	1	1	455777	MEGHALAYA	West Khasi Hills	715071302	1139.445
5	71507	68	100	Central	Rural	171	4	4	2	0	1	1	1710	1	3	2	3	0	4	Unmarried child	Male	16	Never married	Literate:  middle	No technical education	Currently attending in: Secondary	Government	not registered	Did not receive any vocational training	 	 	 	 	 	2	4	227889	1	1	455777	MEGHALAYA	West Khasi Hills	715071302	1139.445
6	71507	68	100	Central	Rural	171	4	4	2	0	1	1	1710	1	3	2	3	0	5	Unmarried child	Female	14	Never married	Literate:  middle	No technical education	Currently attending in: Secondary	Government	 	 	 	 	 	 	 	2	4	227889	1	1	455777	MEGHALAYA	West Khasi Hills	715071302	1139.445
2	71504	68	100	Central	Rural	171	4	4	3	0	1	2	1710	1	1	1	3	0	1	Self	Male	43	Currently married	Literate:  secondary	No technical education	 	 	Registered:only in private placement agencies	Yes: Others	 	 	 	 	 	2	4	23273	1	1	46545	MEGHALAYA	West Khasi Hills	715041101	116.365
3	71504	68	100	Central	Rural	171	4	4	3	0	1	2	1710	1	1	1	3	0	2	Spouse of head	Female	42	Currently married	Literate:  secondary	No technical education	 	 	Registered:only in private placement agencies	Did not receive any vocational training	 	 	 	 	 	2	4	23273	1	1	46545	MEGHALAYA	West Khasi Hills	715041101	116.365
2	71504	68	100	Central	Rural	171	4	4	3	0	1	2	1710	1	1	2	3	0	1	Self	Male	38	Currently married	Literate:  middle	No technical education	 	 	Registered:only in private placement agencies	Yes: Self-leanring	 	 	 	 	 	2	4	23273	1	1	46545	MEGHALAYA	West Khasi Hills	715041102	116.365
3	71504	68	100	Central	Rural	171	4	4	3	0	1	2	1710	1	1	2	3	0	2	Spouse of head	Female	33	Currently married	Literate:  middle	No technical education	 	 	Registered:only in private placement agencies	Yes: Others	 	 	 	 	 	2	4	23273	1	1	46545	MEGHALAYA	West Khasi Hills	715041102	116.365
2	71504	68	100	Central	Rural	171	4	4	3	0	1	2	1710	1	2	1	3	0	1	Self	Male	79	Currently married	Not literate	No technical education	 	 	 	 	 	 	 	 	 	2	4	17455	1	1	34909	MEGHALAYA	West Khasi Hills	715041201	87.275
3	71504	68	100	Central	Rural	171	4	4	3	0	1	2	1710	1	2	1	3	0	2	Spouse of head	Female	63	Currently married	Literate:  below primary	No technical education	 	 	 	 	 	 	 	 	 	2	4	17455	1	1	34909	MEGHALAYA	West Khasi Hills	715041201	87.275
2	71504	68	100	Central	Rural	171	4	4	3	0	1	2	1710	1	2	2	3	0	1	Self	Male	38	Currently married	Literate:  primary	No technical education	 	 	not registered	Yes: Learning on the job	 	 	 	 	 	2	4	17455	1	1	34909	MEGHALAYA	West Khasi Hills	715041202	87.275
3	71504	68	100	Central	Rural	171	4	4	3	0	1	2	1710	1	2	2	3	0	2	Spouse of head	Female	33	Currently married	Literate:  middle	No technical education	 	 	not registered	Did not receive any vocational training	 	 	 	 	 	2	4	17455	1	1	34909	MEGHALAYA	West Khasi Hills	715041202	87.275
4	71504	68	100	Central	Rural	171	4	4	3	0	1	2	1710	1	2	2	3	0	3	Unmarried child	Male	4	Never married	Not literate	No technical education	"Currently attending in: Pre-primary (nursery/ Kinder garten,"	Government	 	 	 	 	 	 	 	2	4	17455	1	1	34909	MEGHALAYA	West Khasi Hills	715041202	87.275
5	71504	68	100	Central	Rural	171	4	4	3	0	1	2	1710	1	2	2	3	0	4	Unmarried child	Female	2	Never married	Not literate	No technical education	Currently not attending:  Never attended: Others	 	 	 	 	 	 	 	 	2	4	17455	1	1	34909	MEGHALAYA	West Khasi Hills	715041202	87.275
2	71504	68	100	Central	Rural	171	4	4	3	0	1	2	1710	1	2	3	3	0	1	Self	Male	34	Currently married	Literate:  higher secondary	No technical education	 	 	not registered	Did not receive any vocational training	 	 	 	 	 	2	4	17455	1	1	34909	MEGHALAYA	West Khasi Hills	715041203	87.275
3	71504	68	100	Central	Rural	171	4	4	3	0	1	2	1710	1	2	3	3	0	2	Spouse of head	Female	29	Currently married	Literate:  middle	No technical education	Ever attended but currently not attending: Others	 	not registered	Did not receive any vocational training	 	 	 	 	 	2	4	17455	1	1	34909	MEGHALAYA	West Khasi Hills	715041203	87.275
